modality,session,postid,discussion,parentid,sender,receiver,date,time,modified,subject,message,emoji,emoji_sender,,,,,,,wordcount,charcount
Quasi modality,na,na,na,na,42489,na,na,na,na,na,"Personally, I did not have any prior experience using Discord until this module in this course. I have utilized Groupme and Remind in other classes to participate in group work. I think that instant messaging is an effective tool to use for online debates in this class. Discord is easy to operate and follow along with. I found Discord to be more engaging than discussion forums and it allows for quicker responses and counter-arguments. I believe debating with the Discord app is an effective strategy to use in a distance education setting. I do not think that Discord is necessarily better to use over Zoom, but it can help to meet the varying time schedules of students in a distance education course who may not be able to attend a Zoom meeting.",,,,,,,,,,
Quasi modality,na,na,na,na,60685,na,na,na,na,na,"I do have some prior experience with Discord, one other class I took previously used that as the main form of communication. I missed the initial post on Wednesday so I can not speak on that specifically, but overall I don’t dislike or like it. I do favor Moodle more just because I am more familiar with it. Again, since I missed the initial post this was very similar to the debate from module four.",,,,,,,,,,
Quasi modality,na,na,na,na,64758,na,na,na,na,na,"I do have some minor experience using discord within online class settings, though it was only used to conveniently connect with study partners or for discussing group projects. I’m regards to using it for a debate format, I could see multiple pros and cons. For instance, being able to instantly read and respond, even from my cell phone, was highly convenient; plus, as with the discussion board format, I really liked being able to have full written record of everyone’s points that I could consistently review. However, the format of discord being a continuous, thin thread makes it more difficult to keep up with each person post and response. With the discussion board, you can more easily see each contributor’s initial post and then they’re responses tabbed in from other posts. But on discord, it can be a little tricky to see someone’s first post, as you have to scroll all the way up, and then try to make out which posts they responded to. If I had to rank the debate format options, I would rank the discussion board as my top choice, discord as my second, and Zoom as my third. I’d place Zoom last simply because my experiences with online classes is that most people are taking online formats because they have other life obligations that make it difficult or practically impossible to attend on campus courses. So trying to schedule everyone for a particular time for a Zoom debate may not always be feasible or practical for some students, whereas the discussion board and discord formats are more convenient and can be accessed easily throughout the assigned week.",,,,,,,,,,
Quasi modality,na,na,na,na,63749,na,na,na,na,na,"Yes, I do have prior experience using Discord/other instant messaging for an online class. It has been a while though since I have used it for debate/discussion purposes and not just for communicating with other classmates for class material. Compared to the forum, sometimes it could be a little harder to see the initial post someone is replying to. However, on Zoom you don’t have that option anyway, so it is just a difference in forum. A potential advantage to this avenue of debate compared to the forum in Moodle is that if you have notifications on you can at least see or review a post quicker compared to the Moodle forum.",,,,,,,,,,
Quasi modality,na,na,na,na,19861,na,na,na,na,na,"No, I have not used Discord in an online class before. I have used Slack though. I think that it is better to debate using the forums in Moodle because I think it is just as effective as Discord. I liked Discord better than Zoom but I liked the forums the best. I prefer to not have to get on a call at a certain time or make my first posts in Discord during a certain time period because I take online classes because they are asynchronous and work best with my busy schedule. So I don't like when I have to do things at a certain time in an asynchronous class.",,,,,,,,,,
Quasi modality,na,na,na,na,31035,na,na,na,na,na,"I have used discord before, and use it quite regularly, but not for online classes. I mainly use the chat function, though I have used its video capabilities before as well. While I like discord, I do remember it being strange to navigate through at first.  I think I liked it more than the forums, as I didn’t have to click in and out of threaded replies. Reading was quicker because it was scrolling. The con of discord might be talking over each other. I liked the informalness of the discord setting. I think it struck a nice middle ground between the forum (almost completely asynchronous) and the zoom call (almost completely synchronous.) The requirement of posting between 4-6 definitely helped foster a discussion, since everyone posted around the same time.",,,,,,,,,,
Quasi modality,na,na,na,na,37229,na,na,na,na,na,"I’ve never had the experience of debating through Discord before, but I thought it was a cool way to instantly message other students with our points and thought it was very seamless! I thought this was one of the best ways we communicated through debating over the forums in Module 4 and Zoom in Module 5.",,,,,,,,,,
Quasi,1,na,na,na,1,na,2023-10-01,23:03:00,na,na,"Hey everyone! Thanks for taking the time to join Discord and get set up. Over the next few days I'll be adding more folks to this chat for the debate. Please make your initial posts between **4-6pm on Wednesday, October 4th**. In the meantime, feel free to use the #general chat to get used to the chat features if you'd like.",:thumbsup:,40519,,,,,,,,
Quasi,1,na,na,na,1,na,2023-10-04,16:01:00,na,na,"Supporting team: @reagan osborne @qiuqing @Kels @Simone S @Avalyn 
Opposing team: @Danielle @kebeasl2 @leespeakslatin @Jacqueline Verkuilen",,,,,,,,,,
Quasi,1,na,na,na,1,na,2023-10-04,16:01:00,na,na,Pinned a message.,,,,,,,,,,
Quasi,1,na,na,na,40519,1,2023-10-04,16:01:00,na,na,"In support of the prompt ‚""Knowledge cannot be instructed by a teacher, only constructed by the learner I want to first makre the point that the goal of teaching is to create experiences for learners that encourages them to facilitate their own learning. Looking at Vygostsky's zone of proximal development, it was found that learning is most effective when the learners are engaged in challenging tasks. While instruction is a valuable portion of the learning process, instruction alone is not sufficient.",,,,,,,,,,
Quasi,1,na,na,na,19861,1,2023-10-04,16:01:00,na,na,"I strongly disagree with statement ""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner."" I feel like if this statement were true then we would not have our education system set up the way we do. My teachers were an integral part of my learning. I think teachers provide motivation for learning, that we would not otherwise have as individuals.",,,,,,,,,,
Quasi,1,na,na,na,59488,1,2023-10-04,16:04:00,na,na,"I strongly support that knowledge can only be constructed by the learner, not be constructed, or transmitted by a teacher. Learning is a social activity; every student's interaction with others is essential for knowledge construction; they begin the learning journey with some prior knowledge and then build their understanding on top of that. For example, medical students rely on heuristics rather than well-formed rules to successfully diagnose a medical problem (p395). Heuristics refers to students actively participating in determining their own learning needs and how those needs can be best met to solve the real and unique medical symptoms they encounter. Instructors discovered that when medical students rely too heavily on ""direct instruction"" from a teacher or oversimplify general theories, they disregard unique or puzzling symptoms and make diagnostic errors. As a result, instructors take on the role of facilitator rather than director, and students construct and reconstruct their own knowledge.",,,,,,,,,,
Quasi,1,na,na,na,40519,19861,2023-10-04,16:06:00,na,na,"I agree that teachers provide motivation and are integral to the learning process, but if the students are not willing to learn/refuse to participate, then some of the teachers efforts are missed on those students. The students need to have the initiative to want to learn",,,,,,,,,,
Quasi,1,na,na,na,19861,40519,2023-10-04,16:13:00,na,na,"Yes, that is true. You can't force a student to participate. However, there have been students who really struggled in school or did not like school and then a teacher really impacted them and helped them. This then caused them to do better in school. Sometimes students do not have good role models at home and teachers can be one of their only positive role models.",,,,,,,,,,
Quasi,1,na,na,na,59488,19861,2023-10-04,16:14:00,na,na,"I agree with what you say about the importance of the teacher's role in our education system. However as stated by Woolfolk (1993) ‚""learning is active mental work, not passive reception of teaching‚"". Students construct new knowledge based on their own unique experiences Because everyone enters learning activities with their own experience.",,,,,,,,,,
Quasi,1,na,na,na,85767,1,2023-10-04,16:17:00,na,na,"I oppose the statement and want to argue that educators provide students with the intro/basics for understanding new material. They introduce students to concepts, theories, and principles, which open the door for learning. Without this support, learners may not be able to engage in the material on their own.",,,,,,,,,,
Quasi,1,na,na,na,19861,85767,2023-10-04,16:21:00,na,na,"I agree with you. It was argued by the supporting side that students begin their learning journey with some prior knowledge and build off of that. However, I would argue that in elementary school most of the things being taught are brand new concepts to the learner.",,,,,,,,,,
Quasi,1,na,na,na,59488,85767,2023-10-04,16:29:00,na,na,"I don't agree. It's true that educators play an important role in introducing the stage, but it is also important to recognize that this is only the first step in the process of learning. Without active engagement and constructed knowledge from the learner, the information presented by the teacher is useless.",,,,,,,,,,
Quasi,1,na,na,na,85767,59488,2023-10-04,17:31:00,na,na,I would like to argue that in order for the active engagement to be quality and educational the teacher must facilitate high quality interactions among students that support the information and the students interactions with it. These teacher constructed/led/facilitated back and forth interactions with the information and knowledge enhance the construction of knowledge.,,,,,,,,,,
Quasi,1,na,na,na,37229,1,2023-10-04,17:32:00,na,na,"I am opposing the statement, my reasoning includes that knowledge has to be constructed by teachers in order to successfully guide the learner experience into accomplishing the acquisition of new behavior, knowledge, and skills that is required of them. According to Driscoll, constructionist learning argues that ‚""knowledge is built by doing, but in a very specific, recursive way that involves creating, presenting, refining, and revising multiple times,‚"" and this is done with ‚""teacher guidance and feedback,‚"" emphasizing the importance of the teacher or instructor through the learning process. Teachers and instructors are the ones who structure, create, and guide the learning experience and process for the students to then problem solve, utilize critical thinking skills, support or debate perspectives, etc. For example, in this course, we are learning about theoretical perspectives about learning through the process of what Dr. Martin assigns us, we are only constructing our knowledge around the resources and assignments that are provided to us by her, and through this, are able to go beyond the course and learn more. Teachers ignite the flame of learning and construct the foundational aspects of knowledge, and students keep it alight through lifelong learning skills and practices.",,,,,,,,,,
Quasi,1,na,na,na,85767,59488,2023-10-04,17:43:00,na,na,"As a member of the opposing side, I agree that learning is a social activity however, I think teachers can provide access to a wide range of educational resources, including textbooks, digital materials, and expert guest speakers. These resources can significantly enrich the learning experience and guide the assimilation of knowledge in a scaffolded way. Students, while they have the ability to look for outside resources on their own, lack the expertise an educator brings to the table. An educator takes the role as a facilitator of social interactions and can provide and guide students with current information to further their understanding in a creative and sustainable way.",,,,,,,,,,
Quasi,1,na,na,na,85767,40519,2023-10-04,17:55:00,na,na,"As a member in opposition to the prompt, I would like to argue that the task itself is also instructional and while 'learning is most effective when the learners are engaged in challenging tasks' it is not the learner that creates the challenging tasks used to facilitate their learning. Teachers are instructing by choosing and building the best tasks needed for their learners to engage with in order to learn from the challenge. Especially in the beginning, a learner cannot facilitate their own growth by building their own challenges because they often lack the base knowledge needed to create a quality challenge.",,,,,,,,,,
Quasi,1,na,na,na,63749,1,2023-10-04,18:00:00,na,na,"I agree with the statement ‚""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner.‚"" Each individual has their own set of prior experiences and prior knowledge on things. Based upon new experiences, students will begin to construct new knowledge and incorporate the new experiences into their knowledge. Thus, knowledge is not necessarily transmitted by a teacher, but constructed by a learner.",,,,,,,,,,
Quasi,1,na,na,na,8036,1,2023-10-04,18:00:00,na,na,"The statement that ""knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner"" is a core principle of constructivism. In a traditional classroom setting, teachers often lecture to students, presenting them with information in a one-way fashion. A math teacher might have students solve a real-world problem using the math concepts they have learned. This approach is based on the assumption that knowledge can be transmitted directly from the teacher's mind to the student's mind. However, constructivist theory suggests that this is not how learning actually works. In this case, students are actively engaged in the learning process and constructing their own knowledge. The teacher's role is to provide guidance and support, not to simply transmit information.",,,,,,,,,,
Quasi,1,na,na,na,85767,8036,2023-10-04,18:21:00,na,na,I agree with you that the teacher's role is to provide guidance and support but oppose the original statement. A teacher is instructing and transmitting information by providing guidance and support. Each activity in a classroom built on constructivism is created or facilitated by the instructor with the intention of bringing up a series of common answers & new understandings that guide the learners around a common concept. Instructors in a constructive learning environment have to be clever enough to create challenges that instruct. These planned activities instruct students surrounding the objectives & concepts.,,,,,,,,,,
Quasi,1,na,na,na,40519,8036,2023-10-04,19:34:00,na,na,"To kind of bounce off of and add to your statement, scoffolding is such an important component of learning. By have students engaged and making conscious efforts in class, they are building mental supports for future learning. As they learn, they can apply previous knowledge to new problems without the necessity for other people's direct help",,,,,,,,,,
Quasi,1,na,na,na,37229,63749,2023-10-05,14:18:00,na,na,"I agree with your statement, however, teachers are instrumental in the process of this construction of knowledge. Teachers are involved in incorporating the new experiences within the student's lives and leading them through the ability to make connections through past experiences and uphold their processes of learning.",,,,,,,,,,
Quasi,1,na,na,na,37229,40519,2023-10-05,14:24:00,na,na,"I think this is an unrealistic way of viewing education especially in our society today where many students struggle with learning disabilities and need extra help with motivation. This is where the talent of teachers come into play in helping students and guiding them through their learning experiences, and eventually, playing a huge role in the construction of their knowledge base.",,,,,,,,,,
Quasi,1,na,na,na,59488,37229,2023-10-06,8:45:00,na,na,"I agree with your assessment of the importance of teachers in the learning process. However, I continue to believe that knowledge is constructed by learners, not instructed or transmitted by teachers. In our current debate discussion, for example, the professor's creation of a complex, realistic, and social environment has allowed us to delve deeply into the question of constructivism's validity. We are now actively thinking, drawing on our individual past experiences, and listening to other classmates' perspectives, to construct and reconstruct our understanding of the knowledge presented in the textbook.",,,,,,,,,,
Quasi,1,na,na,na,40519,59488,2023-10-06,9:11:00,na,na,You've made an excellent point to our debate! The debate itself is a prime example of constructing knowledge vs instructing knowledge.,:handshake:,37229,,,,,,,,
Quasi,1,na,na,na,59488,85767,2023-10-06,11:52:00,na,na,"As an opponent, I believe your argument that teachers provide rich and extensive educational resources and guide knowledge absorption is very convincing. But I'm speaking as a supporter. A constructivist approach with problem-based learning as the method of instruction has recently re-emerged(Jonassen, 1992). Unlike other approaches, learners can seek out a wide range of resources, including technical and otherwise.  When students work in groups, they can systematically identify the nature of the problem, assign tasks to complete independently, reason about the problem while collecting and consulting data and resources, draw conclusions about the solution, and then assess its sufficiency. After the problem is solved, students continue to reflect on their reasoning and resource-gathering strategies, among other things. This method improves learners' accuracy and creativity in seeking out a variety of resources when constructing knowledge.",,,,,,,,,,
Quasi,1,na,na,na,19861,85767,2023-10-06,23:02:00,na,na,"I completely agree that teachers provide a wide range of educational resources. Teachers have to get a degree in education to be able to teach. While getting their education, they learn how to present content to students, how to create lesson plans, and study the different ways students learn. Students do not have these same skill sets. Yes, a student can go online and search something and watch a video on a particular topic. However, teachers present knowledge in a way that is tangible and often provide activities that go along with the knowledge that is being transmitted. I could watch a video on how to complete a math problem all day long but I won't know if I understand the concept completely until my teacher gave me a homework problem and then told me that it was solved correctly. If I didn't solve it correctly, then they could tell me what I specifically did wrong. That's why teachers are so important for transmitting knowledge.",,,,,,,,,,
Quasi,1,na,na,na,85767,59488,2023-10-07,8:28:00,na,na,"I would argue that seeking out information and resources is not exactly learning. We would would certainly not say a teacher was teaching if all they did was send out some links and say, ""watch this"". I also think that an educator needs to teach a group how to behave in a construtive learning environment. People do not automatically have a system for creating a healthy group dynamic. A student needs to be given a basic prompt or instructive challenge in order to even know where to put the knowledge once they came across it. Further, a teacher creates the desire or need for the information to be relevant to the goal that was created.",,,,,,,,,,
Quasi,1,na,na,na,63749,37229,2023-10-07,15:01:00,na,na,"I do agree that most teachers definitely are helpful in the 'process' of creating experiences and opportunities for new experiences; however,  it is still up to the learner to construct information and incorporate knowledge.",,,,,,,,,,
Quasi,1,na,na,na,63749,63749,2023-10-07,15:10:00,na,na,"Even though 2 learners may watch or read the same instructional material or do the similar activities,  they may pick up/ learn a piece of information that is different from the other learner.  Part of this could be due to the fact that we sometimes 'learn to learn' while we learn.",,,,,,,,,,
Quasi,1,na,na,na,63749,59488,2023-10-07,15:42:00,na,na,"To add on to your statement,  in the past debate, some of us utilized and built upon past knowledge of behavioralism to support/oppose the given statement.",,,,,,,,,,
Quasi,1,na,na,na,8036,85767,2023-10-07,19:59:00,na,na,"@kebeasl2 In support of the assumption, I disagree with your point as students are not actively engaged in the learning process when they are simply told what to know. They may not be able to apply information to new situations if they don't have a chance to construct their own understanding of it. Chapter 11 of Driscolls text alludes to this by discussing objectivism as ‚""the view that knowledge of the world comes about through an individual's experience of it.‚"" For example: hands-on activities allow them to  ‚""construct knowledge‚"" and this is not transmitted by a teacher.",,,,,,,,,,
Quasi,1,na,na,na,8036,63749,2023-10-07,20:21:00,na,na,"@Simone S I agree and would like to add to your point in support by giving an example. A Science teacher may ask students to design and conduct their own experiments to learn about the scientific method. Though guidance was provided, students will be able to think critically to construct their own meaning of the scientific method.",,,,,,,,,,
Quasi,1,na,na,na,8036,37229,2023-10-07,20:43:00,na,na,"@Jacqueline Verkuilen I disagree with your argument. Graduate classes, especially distance education classes are a good example of learners constructing knowledge. Chapter 11 of Driscoll's text discusses how ‚""learners identify and pursue their own learning goals.‚"" It goes on to discuss the Olympic Games example where, ‚""the teacher has specific learning objectives in mind but allow personal freedom so students can learn about subjects of interest‚"" (page 391). The instructor provides materials but does not actively transmit knowledge. It is the learner's responsibility to engage and construct knowledge using experiences and what is provided for the class. The teacher is in the equation, but not ‚""instructing knowledge‚"".",,,,,,,,,,
Quasi,1,na,na,na,8036,1,2023-10-08,11:56:00,na,na,"In conclusion, ‚""knowledge cannot be instructed (transmitted) by a teacher, only constructed by a learner"" because knowledge is constantly evolving. Learners come to the classroom with different backgrounds and experiences and learning is most effective when it is active and engaging. Teachers play an important role by providing guidance and support and should be viewed as facilitators of learning instead of transmitters of knowledge.",,,,,,,,,,
Quasi,1,na,na,na,19861,1,2023-10-08,13:07:00,na,na,"On of the reasons I oppose the statement, ""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner"" is because there are some students who may have difficulty learning by themselves. There are a lot of kids in school systems who have disabilities who often have an extra person with them in class besides the instructor because they need that extra one-on-one help.  Special Education teachers are able to cater to their students' learning needs and provide them with extra support in learning environments that might be difficult for them.",,,,,,,,,,
Quasi,1,na,na,na,35382,1,2023-10-08,21:55:00,na,na,"I do not believe in the statement that ""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner.""  If this were true, there would be no need for teachers. This statement would propose that a classroom ""stager"" would be all that is needed for an effective classroom. Using Vygotsky's work on the zone of proximal development, the amount a learner can grow is limited without the scaffolding a teacher can provide. This social interaction is required in an optimized learning situation and disproves that a teacher cannot instruct knowledge.",,,,,,,,,,
Quasi,1,na,na,na,35382,40519,2023-10-08,21:59:00,na,na,"I think your initial post actually goes against your supporting stance. If instruction is a valuable part of the learning process, then instruction, at some point, creates knowledge for the student.",,,,,,,,,,
Quasi,1,na,na,na,35382,59488,2023-10-08,22:20:00,na,na,"If learning is a social activity, then learning is not entirely constructed by the learner. At some point, that learning is transmitted by the other partner in the social setting. The title of teacher is insignificant while the role of teacher is more important and can be filled by anyone who transmits knowledge. In any social situation, knowledge can be transmitted to an individual and not only constructed by that individual.",,,,,,,,,,
Quasi,1,na,na,na,35382,40519,2023-10-08,22:26:00,na,na,"I think it is important to emphasize that teachers are the means by which efficiency is achieved in the learning process. Teachers have the experience and knowledge that, through instruction, can expedite the learning process. Teachers can break down complex information, provide clarity, and offer shortcuts that save learners time and effort. In the end, learners do need to take ownership of their own learning and construct their own neural pathways for the new information, but that in now way means that knowledge can't be transmitted by a teacher.",,,,,,,,,,
Quasi,1,na,na,na,60685,19861,2023-10-08,23:02:00,na,na,"hi 19861, i think that while teachers are an important component of learning, they have more of a facilitator role. They create an environment where learning can happen that supports learners creating their own knowledge.",,,,,,,,,,
Quasi,1,na,na,na,60685,59488,2023-10-08,23:03:00,na,na,"I agree, another important point is that a teacher can relay lots of information on a topic but if it is not in a way that resignates with the learner than learning will not take place.",,,,,,,,,,
Quasi,1,na,na,na,60685,40519,2023-10-08,23:06:00,na,na,"Hi 40519, I agree with this point. I would also like to add that it is important to consider the past experiences of student's and how that might affect their learning experience. This makes learning not a one-size- fits- all kind of thing, and not something that students can universally understand in an equall way however the teacher translates it.",,,,,,,,,,
Quasi,1,na,na,na,60685,8036,2023-10-08,23:10:00,na,na,"One point that I havent seen represented yet is that this statement leaves out younger children and infants that have not yet started school. Children are still actively constructing their world views and learning even without direct teacher guidance, which would prove that teachers are not soley responsible for learning and much of it does fall on the learner.",,,,,,,,,,
Quasi,1,na,na,na,60685,35382,2023-10-08,23:11:00,na,na,"Hi there, I do agree with this statement condionally. Teachers are an important figure in learning environments, but they are not the sole factor in the process of constructing learning.",,,,,,,,,,
Quasi,2,na,na,na,1,na,2023-10-01,23:03:00,na,na,"Hey everyone! Thanks for taking the time to join Discord and get set up. Over the next few days I'll be adding more folks to this chat for the debate. Please make your first posts between **4-6pm on Wednesday, October 4th**. In the meantime, feel free to use the #general chat to get used to the chat features if you'd like.",:thumbsup:,1,,,,,,,,
Quasi,2,na,na,na,64758,1,2023-10-04,14:54:00,na,na,"Hi everyone! For this debate discussion I have been assigned the ‚""supporting‚"" team.

As we've been learning in this class thus far, within constructivist theories of learning, knowledge is essentially viewed as actively constructed by the learner, built upon their previous background knowledge, experiences, and/or skills. Acquiring knowledge is an active, ongoing process that allows the individual to promote meaningful, growing understanding of complex concepts. This differs from what a teacher is typically meant to do, as they passively transmit knowledge and information, often in a lecture-based technique. Doing so does not always allow the learner to actively make connections between information, or actively engage with active recall of previously acquired knowledge. The statement, ‚""knowledge cannot be instructed by a teacher, only constructed by the learner,‚"" thus argues that learners must actively engage with new information and experiences, integrating them within their existing understanding of the world to create new knowledge. When a learner interacts with information, interprets it, and applies it to solve problems or make sense of the world for example, true understanding and knowledge is then cultivated. The role of the teacher can facilitate this process by providing guidance and opportunities for exploration, however, it's up to the learner to then interpret, critically think about, and apply that knowledge alongside everything they've learned in their lives thus far. Therefore, in line with constructivist theories, it can be argued that knowledge is indeed constructed by the learner through their active involvement in the learning process.

(Also apologies for a later post and any typos or formatting issues; I'm currently traveling and trying to access class work on my phone.)",,,,,,,,,,
Quasi,2,na,na,na,1,na,2023-10-04,16:02:00,na,na,"Supporting team: @49753 Fadely @60407 Wilson @42489 O'Quinn @64758 Rush @43179 Johnson 
Opposing team: @47520 Glenn @5259 @50400 @67222 Haynes @31035",,,,,,,,,,
Quasi,2,na,na,na,1,na,2023-10-04,16:02:00,na,na,Pinned a message.,,,,,,,,,,
Quasi,2,na,na,na,43179,1,2023-10-04,16:03:00,na,na,"Hello,  my name is 43179. I support the opening statement, ""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner."" According to the textbook in Chapter 11 on page 387, constructivists theorize that the learner does not acquire knowledge passively. Knowledge requires a thorough process of storing and processing information and adapting more ways to perceive the outside world concerning themselves. Experiences are the impetus that gives knowledge directly to the learner.",,,,,,,,,,
Quasi,2,na,na,na,50400,1,2023-10-04,16:11:00,na,na,"I've been assigned the opposing view.                                

Teachers play a vital role in transmitting knowledge to learners‚Äîespecially when the topic is not learner-driven.

Driscoll (2005) points out constructivist critics' concern about whether learners can take ownership of their learning. People need a direct connection with the learning material to go beyond the minimum of just getting the task done. When given options, learners apparently choose the quickest route through the instruction, whether or not the route best meets their learning needs (Driscoll, 2005). This is an example of where a teacher can help a learner break down bigger goals into smaller goals or explain why a lesson is beneficial.

When learners don't want to or can't champion their own learning goals, teachers can help guide the learner. ""‚Ä¶designers of these environments should embed aids to students that will help them navigate lessons. These might include, for example, an organizing theme, various forms of help, advice, hints, or guided reflection. (Driscoll, 2005).

Driscoll (2005) writes, ""It is the job of the constructivist teacher‚Ä¶ to hold learners in their 'zone of proximal development' by providing just enough help and guidance, but not too much.""",,,,,,,,,,
Quasi,2,na,na,na,47520,1,2023-10-04,16:12:00,na,na,"Opposing: 
While I do agree with most of the fundamentals of constructivism, I think that this statement can be swung in a way where it does not fully align with constructivism. ‚""Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner.‚"" I disagree with the first half of this statement, but I will admit the word transmitted throws me off a bit. However, if knowledge cannot be instructed or transmitted, why are children sent to preschools and elementary schools to help them grasp how to learn to the best of their ability. Yes, students must take ownership of their learning, but that involves being taught about how to ask the right questions, how to find the material for their own research in a library, and how to involve art and music in everyday lives. Teachers should also ‚""nurture self-awareness in the knowledge construction process.‚"" This includes construction by the learner, while also including how you address the behavioral and cognitive needs of them as well. Again, it is just not the only thing that helps students gain knowledge in their lives. There are a number of different things that play a role in learning how to test their own understandings against those of others, and the social structure of the learning environment. We cannot claim that this is the only way that knowledge can be constructed within oneself inside a learning environment.",:thumbsup:,50400,,,,,,,,
Quasi,2,na,na,na,43179,1,2023-10-04,16:13:00,na,na,"Driscoll (2005) suggests constructivists believe learning should be a continuous process where learners adapt and manipulate previous knowledge, making connections to new information. It is good that the students can understand the lesson and remember the content the day it is taught. But what about weeks, months, and years after they are in your classroom? Will the information likely stick to their developing minds long after being your students? Students have an easier time maintaining information if taught in a context-specific manner.",,,,,,,,,,
Quasi,2,na,na,na,49753,64758,2023-10-04,16:15:00,na,na,"I support the statement that knowledge cannot be instructed by a teacher, only constructed by a learner. Driscoll stated that the ‚""constructivist theory rests on the assumption that knowledge is constructed by learners as they attempt to make sense of their experiences‚"" (p. 387). This can be seen in the classroom. As we teach students information they will only truly learn something if they attempt to make sense of the information by studying it and practicing the skills we have taught them. This is the only way that information will move from their working memory to their long term memory (Driscoll, Ch. 3, P. 75). The only way for knowledge to occur is if students take the resources and skills we give them and practice those skills. They have to construct the knowledge for themselves. In response to 64758's first post, I agree with your statement that the role of the teacher should be about providing guidance. We cannot control what information our students retain. Only they can control what they learn. However, we can help them navigate challenging questions and concepts to encourage their learning.",,,,,,,,,,
Quasi,2,na,na,na,31035,1,2023-10-04,16:23:00,na,na,"Hello all! I'm here to oppose! :slight_smile:

First, some definitions and groundwork (And please correct me if I'm wrong!)
**Behaviorism **is concerned with the external proof of learning, rather than the internal processes. Uses behaviors to prove that learning has happened, and ‚""teaching‚"" is done through positive- or negative- reinforcement or punishment. Behaviorism is objectivist, which holds the opinion that a learner is an empty vessel which can be filled.

**Cognitivism **was developed in response to behaviorism and is concerned with the internal processes of learning‚Äìthe ‚""how‚"" of learning. Most cognitivist thoughts can be thought of as an input, which the brain then processes, resulting in an output. While behaviorists would be more interested in the output, cognitivists care more about the inputs and the processes of the brain. Cognitivists, though, are still objectivists, which believe that the learner is an empty vessel waiting to be filled.

**Constructivism **is not objectivist. Constructivism believes that the learner plays an active role in constructing their own knowledge. I like to think of it as a learner chipping away at a block of marble, which represents the world. What they create through their learning may or may not be how the world ‚""actually is‚"" but it is a good enough representation to get them through until their understanding requires them to change or scrap the model entirely.

In a way, then, this argument is between objectivism (which includes Cognitivism and Behaviorism) and non-objectivism (in this case, constructivist thinking.)Two reasons to oppose:

**Absolutes**: To say something is the ‚""only‚"" way is to ignore the inherent usefulness of other ways of learning. Constructivism is very closely tied to the ideas of Cognitivism and are hard to separate. Our book mentioned Vygotsky multiple times in the chapter about constructivism, even though Vygostky's theories are considered Congativist. Vygostky's methods use a More Knowledgeable Other. Constructivists, too, hold a place for instructors, which create the learning environment necessary for students to learn. In a way, the instructor is transmitting what needs to be learned to the student.

Practicality: Constructivism isn't practical in all circumstances. If we also look at how learning happens in the here and the now, our classrooms are set up with an instructor who lectures or provides the materials for students to learn. Even if there is no instructor in a course, the students will read through books, which serve as their instructor. For lower level learning environments, it makes sense to have someone there, sharing the information, so that students can spend time critically thinking, rather than reinventing the wheel. This actually leaves more time for the reflexivity that constructivists enjoy so much!",,,,,,,,,,
Quasi,2,na,na,na,67222,1,2023-10-04,16:29:00,na,na,"Oppose the statement: Knowledge cannot be instructed (transmitted) by a teacher, only constructed by the learner.

Knowledge can be transmitted through a teacher as well as constructed by the learner. Sometimes a student's first introduction to a certain topic is through an instructor. They are being taught whatever information is given through a teacher-student relationship/ The student can then go and construct their own unique experience about this knowledge they have been given. One vital part of maximizing our learning experiences is active engagement. In the Constructivist Learning Theory article it states ‚""Learning is an active process. Students must actively engage in discussions and activities in order to construct knowledge. It is not possible for students to take on a passive role and retain information. In order to build meaningful ideas, there must be a sensory response.‚"" If we or students are just passing through lectures and instruction they will have no knowledge to construct later on. They need to be actively engaged with the instructor of their peers and take an active engaging role in an academic setting. Without being taught by an instructor, or peers through discussion there will be no knowledge to construct individually.",,,,,,,,,,
Quasi,2,na,na,na,5259,1,2023-10-04,16:33:00,na,na,"Hi everyone, I am on the oppose side for this argument.
-Teachers play a critical role in the learning process; they serve as a facilitator and a guide for students. 
-The idea that knowledge can only be constructed by the learner has many limitations. 
1. This statement makes the assumption that all learners are self-sufficient. It fails to take into account the diversity of learners such as their background, abilities, and prior knowledge. For example, young children may find it challenging to engage in self-directed learning. They may become easily distracted or lose interest quickly. They would benefit from a more teacher-centered learning environment. This provides greater structure in the classroom. A teacher would engage and interact with students to provide them with the necessary knowledge. In addition, a student with a learning disability may need specialized learning strategies where an instructor is there to serve as a guide in their learning process. 
2. To successfully construct new knowledge, learners need to have the necessary existing knowledge to build upon and make those meaningful connections. If that prerequisite knowledge is not constructed, learners will have a difficult time engaging with the new content. Having a teacher present to instruct the knowledge to them, will ensure that they are building upon concepts and not falling behind.
3. If learning is only constructed by the learner, they may make misconceptions and misunderstand what they are learning. To prevent this from happening, teachers are necessary interventions. They can quickly identify if a student is misunderstanding a topic and provide them with the necessary instruction and resources to get back on the right track.",:thumbsup:,50400,,,,,,,,
